,Afirmação checada,Classificação
1289,É falso que máscaras reduzam imunidade e potencializem a proliferação de bactérias,Verdadeiro
1290,É falso que Ministério da Saúde tenha determinado mudança no registro de mortes suspeitas de covid-19,Verdadeiro
1291,É falso que o número de casos de covid-19 seja menor que o oficial,Verdadeiro
1292,É falso que pesquisadores de Harvard tenham concluído que isolamento pode piorar a situação da covid-19,Verdadeiro
1293,É falso que Rodrigo Maia tenha descartado projeto sobre estado de emergência em fevereiro,Verdadeiro
1294,É falso que STF tenha sido responsável pela soltura de 32 mil presos por causa da covid-19,Verdadeiro
1295,É falso que TV tenha denunciado enterro de caixões vazios em Manaus,Verdadeiro
1296,É falso que TV tenha denunciado enterro de caixões vazios em Manaus,Verdadeiro
1297,É falso que UTIs no Rio tenham sido fechadas por falta de pacientes de covid-19,Verdadeiro
1298,Estudo australiano ainda não provou eficácia de remédio contra coronavírus em humanos,Verdadeiro
1299,Estudo do médico Vladimir Zelenko com hidroxicloroquina não tem comprovação científica,Verdadeiro
1300,Estudos com hidroxicloroquina são preliminares; não compartilhe promessas de curas milagrosas do coronavírus,Verdadeiro
1301,Fala da OMS sobre transmissão por assintomáticos é distorcida nas redes,Verdadeiro
1302,Formulário que pede dados para receber benefício emergencial é falso,Verdadeiro
1303,Foto antiga de aglomeração em agência da Caixa é usada em boato sobre auxílio de R$ 600,Verdadeiro
1304,Foto antiga de aglomeração em agência da Caixa é usada em boato sobre auxílio de R$ 600,Verdadeiro
1305,Foto de aniversário de Haddad é tirada de contexto para acusar petista de furar quarentena,Verdadeiro
1306,Foto de galpão com remédios é tirada de contexto para criticar combate à covid-19 no Pará,Verdadeiro
1307,Foto de galpão com remédios é tirada de contexto para criticar combate à covid-19 no Pará,Verdadeiro
1308,Foto de hospital de campanha recém-aberto é usada para questionar gravidade da covid-19 em São Paulo,Verdadeiro
1309,Foto de hospital de campanha recém-aberto é usada para questionar gravidade da covid-19 em São Paulo,Verdadeiro
1310,Gerador de falsas manchetes impulsiona boataria sobre coronavírus e tráfico,Verdadeiro
1311,"Hospital de Messejana, no Ceará, continua recebendo pacientes com covid-19",Verdadeiro
1312,Hospital nega que tenha tratado ‘primo Antonio Carlos’ com cloroquina,Verdadeiro
1313,Imagem de enfermeiros vestindo sacos de lixo contra coronavírus é dos EUA,Verdadeiro
1314,Imagem de enfermeiros vestindo sacos de lixo contra coronavírus é dos EUA,Verdadeiro
1315,Imagem de prédio da Fiesp com bandeira da China é usada fora de contexto,Verdadeiro
1316,Imagem de repórter com traje de proteção contra o coronavírus é tirada de contexto para atacar a mídia,Verdadeiro
1317,"Imagem mostra boneco de plástico em protesto, e não corpo carregado só por uma mão",Verdadeiro
1318,João Doria não falou de ‘duplicidade’ nas mortes de covid-19,Verdadeiro
1319,Laranja e limão com mel não previnem contra novo coronavírus,Verdadeiro
1320,Liberação de uso da cloroquina por agência americana não é para todos os pacientes da covid-19,Verdadeiro
1321,Limão com bicarbonato não cura covid-19 e pode fazer mal à saúde,Verdadeiro
1322,Mensagem falsa sobre morte de presidente do Santander por coronavírus circula no Facebook,Verdadeiro
1323,Mensagem que promete Netflix grátis durante isolamento por coronavírus é golpe,Verdadeiro
1324,Ministério da Defesa desmente boato de que Exército tenha construído 2 mil leitos em 48 horas,Verdadeiro
1325,Ministério da Defesa desmente boato de que Exército tenha construído 2 mil leitos em 48 horas,Verdadeiro
1326,Não existe vacina que cure covid-19 em três horas,Verdadeiro
1327,Não há consenso sobre possibilidade de coronavírus ser transmitido pelo ar,Verdadeiro
1328,Não há evidências que 80% da população seja imune ao novo coronavírus,Verdadeiro
1329,Nenhum dos homens que aparecem em vídeos criticando isolamento é analista da bolsa Nasdaq,Verdadeiro
1330,Paciente com coronavírus não morde: cuidado com os boatos,Verdadeiro
1331,"Para evitar covid-19, use álcool gel; usar mão ‘não-dominante’ não garante prevenção",Verdadeiro
1332,Perfis bolsonaristas distorcem ação de combate ao coronavírus no Pará,Verdadeiro
1333,Pesquisa brasileira não usou doses letais para matar pacientes e atacar cloroquina,Verdadeiro
1334,Pesquisa brasileira não usou doses letais para matar pacientes e atacar cloroquina,Verdadeiro
1335,PF não tem inquérito para apurar mortes pela covid-19,Verdadeiro
1336,Piada sobre coronavírus em prostíbulo na Espanha se espalha e engana desavisados,Verdadeiro
1337,"Poema que descreve quarentena foi escrito em 2020, e não em 1869",Verdadeiro
1338,"Poema que descreve quarentena foi escrito em 2020, e não em 1869",Verdadeiro
1339,"Para promover Bolsonaro, post distorce dados sobre produção de máscaras em Pernambuco",Verdadeiro
1340,"Para promover Bolsonaro, post distorce dados sobre produção de máscaras em Pernambuco",Verdadeiro
1341,Post distorce informações sobre eficácia da ivermectina,Verdadeiro
1342,Post no Facebook distorce fatos sobre combate a coronavírus em Curitiba,Verdadeiro
1343,Posts distorcem artigo de Fernanda Torres sobre coronavírus,Verdadeiro
1344,"Posts enganam ao comparar número de mortes por covid-19, dengue e tuberculose",Verdadeiro
1345,Posts inventam ‘desabafo’ de Gusttavo Lima sobre ‘ataques’ contra Bolsonaro,Verdadeiro
1346,"Número 156 não agenda teste de coronavírus em casa, esclarece Prefeitura de SP",Verdadeiro
1347,"Número 156 não agenda teste de coronavírus em casa, esclarece Prefeitura de SP",Verdadeiro
1348,Publicação distorce informações sobre protocolos para uso de medicamentos contra a covid-19,Verdadeiro
1349,"Receita caseira com jambu, alho e limão não cura a covid-19",Verdadeiro
1350,Receitas de álcool em gel caseiro não são eficazes contra coronavírus e podem ser perigosas,Verdadeiro
1351,Registros de óbitos em cartórios confirmam dados da pandemia no Brasil,Verdadeiro
1352,Registros de óbitos em cartórios confirmam dados da pandemia no Brasil,Verdadeiro
1353,Reportagem de TV italiana sobre vírus criado em laboratório chinês não tem relação com a covid-19,Verdadeiro
1354,Flávio Bolsonaro e Ricardo Salles publicam vídeo antigo de Drauzio Varella sobre coronavírus,Verdadeiro
1355,"Sem apresentar evidências, texto sugere que governadores e prefeitos usam a pandemia para driblar a lei",Verdadeiro
1356,"Sem apresentar evidências, texto sugere que governadores e prefeitos usam a pandemia para driblar a lei",Verdadeiro
1357,"Sem eficácia comprovada contra covid-19, azitromicina e ivermectina não devem ser tomados sem prescrição médica",Verdadeiro
1358,Sepultamentos cresceram 47% no cemitério Vila Formosa em São Paulo entre março e abril,Verdadeiro
1359,Site exagera falas de médico alemão sobre medidas rígidas contra o novo coronavírus,Verdadeiro
1360,STF não barrou atendimento a pacientes com covid-19 em hospitais militares,Verdadeiro
1361,Tabela com risco de transmissão de covid-19 não foi divulgada por governo americano,Verdadeiro
1362,Tabela de mortes do Datasus compartilhada em redes sociais tem números falsos,Verdadeiro
1363,Transferência de helicóptero da Polícia de SP é alvo de boato nas redes sociais,Verdadeiro
1364,Uso correto de máscaras reduz chances de contaminação pelo coronavírus e não torna o sangue ácido,Verdadeiro
1365,Uso da cloroquina não explica a situação da pandemia no Senegal,Verdadeiro
1366,Vacina de Cuba contra coronavírus é ficção,Verdadeiro
1367,Vacina de Cuba contra coronavírus é ficção,Verdadeiro
1368,Vacina do coronavírus não terá microchip para rastrear a população,Verdadeiro
1369,Vídeo com leitos vazios mostra hospital de campanha recém-inaugurado em Santo André,Verdadeiro
1370,Vídeo de Doria dançando é antigo e não tem relação com pandemia da covid-19,Verdadeiro
1371,Vídeo de Doria dançando é antigo e não tem relação com pandemia da covid-19,Verdadeiro
1372,Vídeo de grupo bolsonarista engana ao falar em ‘mobilização nacional para a reabertura do comércio’,Verdadeiro
1373,Vídeo do diretor da OMS foi tirado de contexto para validar discurso de Bolsonaro,Verdadeiro
1374,Vídeo do diretor da OMS foi tirado de contexto para validar discurso de Bolsonaro,Verdadeiro
1375,Vídeo é tirado de contexto para distorcer ações do governo Doria no enfrentamento à covid-19,Verdadeiro
1376,Vídeo é usado fora de contexto para relacionar ação da PM em São Paulo à pandemia de covid-19,Verdadeiro
1377,Vídeo é usado fora de contexto para relacionar ação da PM em São Paulo à pandemia de covid-19,Verdadeiro
1378,Vídeo é usado fora de contexto para relacionar ação da PM em São Paulo à pandemia de covid-19,Verdadeiro
1379,Vídeo engana ao atribuir protesto na Bélgica a profissionais de saúde de São Paulo,Verdadeiro
1380,Vídeo mostra FBI confiscando máscaras de acumulador; gravação não tem relação com a China,Verdadeiro
1381,Vídeo usa informações falsas para dizer que lockdown foi inútil e pico de covid-19 ficou para trás,Verdadeiro
1382,Vídeos de Osmar Terra são compartilhados como se fossem do ex-ministro Adib Jatene,Verdadeiro
